"Tabela 3419 - Índices de volume e de receita nominal de vendas no comércio varejista ampliado, por tipos de índice e atividades (2014 = 100)"
"Variável - Índice de volume de vendas no comércio varejista ampliado (Número-índice)"
"Brasil e Unidade da Federação","Mês","Atividades x Tipos de índice"
"Brasil e Unidade da Federação","Mês","Combustíveis e lubrificantes","Hipermercados, supermercados, produtos alimentícios, bebidas e fumo","Hipermercados e supermercados","Tecidos, vestuário e calçados","Móveis e eletrodomésticos","Móveis","Eletrodomésticos","Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos","Livros, jornais, revistas e papelaria","Equipamentos e materiais para escritório, informática e comunicação","Outros artigos de uso pessoal e doméstico","Veículos, motocicletas, partes e peças","Material de construção"
"Brasil e Unidade da Federação","Mês","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)"
"Minas Gerais","julho 2000","85.2","57.0","57.1","70.5","18.2","-","-","-","-","-","-","40.2","-"
"Minas Gerais","agosto 2000","78.9","57.1","57.5","68.4","18.1","-","-","-","-","-","-","40.2","-"
"Minas Gerais","setembro 2000","75.5","57.4","57.6","63.9","17.6","-","-","-","-","-","-","36.3","-"
"Minas Gerais","outubro 2000","78.3","57.2","56.2","64.4","18.2","-","-","-","-","-","-","40.1","-"
"Minas Gerais","novembro 2000","75.4","57.8","56.9","71.6","19.2","-","-","-","-","-","-","40.2","-"
"Minas Gerais","dezembro 2000","77.7","74.7","73.9","127.0","29.7","-","-","-","-","-","-","41.1","-"
"Minas Gerais","janeiro 2001","73.7","52.7","51.1","56.1","17.6","-","-","-","-","-","-","39.9","-"
"Minas Gerais","fevereiro 2001","70.2","51.3","50.3","52.5","15.1","-","-","-","-","-","-","38.5","-"
"Minas Gerais","março 2001","73.5","58.1","59.0","63.8","18.5","-","-","-","-","-","-","52.1","-"
"Minas Gerais","abril 2001","73.0","56.6","57.5","60.9","16.3","-","-","-","-","-","-","42.3","-"
"Minas Gerais","maio 2001","78.5","55.9","56.7","77.9","18.6","-","-","-","-","-","-","43.9","-"
"Minas Gerais","junho 2001","79.2","55.6","56.4","69.5","15.3","-","-","-","-","-","-","40.3","-"
"Minas Gerais","julho 2001","84.3","57.3","57.1","68.1","17.5","-","-","-","-","-","-","43.8","-"
"Minas Gerais","agosto 2001","76.9","55.9","56.1","69.7","16.9","-","-","-","-","-","-","39.9","-"
"Minas Gerais","setembro 2001","75.2","58.2","59.0","60.7","15.8","-","-","-","-","-","-","35.3","-"
"Minas Gerais","outubro 2001","76.5","57.3","57.5","65.6","17.9","-","-","-","-","-","-","41.0","-"
"Minas Gerais","novembro 2001","72.1","56.6","56.8","68.6","17.5","-","-","-","-","-","-","39.4","-"
"Minas Gerais","dezembro 2001","76.8","72.5","72.4","118.6","29.2","-","-","-","-","-","-","37.9","-"
"Minas Gerais","janeiro 2002","77.7","53.2","53.9","57.1","19.0","-","-","-","-","-","-","38.4","-"
"Minas Gerais","fevereiro 2002","73.4","53.0","53.0","50.7","15.0","-","-","-","-","-","-","32.8","-"
"Minas Gerais","março 2002","81.5","60.9","61.6","60.9","18.1","-","-","-","-","-","-","36.8","-"
"Minas Gerais","abril 2002","76.9","54.5","55.0","59.7","18.5","-","-","-","-","-","-","42.2","-"
"Minas Gerais","maio 2002","78.3","58.7","58.8","71.1","19.6","-","-","-","-","-","-","35.6","-"
"Minas Gerais","junho 2002","74.9","55.6","55.8","63.9","16.0","-","-","-","-","-","-","31.5","-"
"Minas Gerais","julho 2002","90.8","58.2","58.5","69.7","17.6","-","-","-","-","-","-","35.2","-"
"Minas Gerais","agosto 2002","90.8","60.3","61.0","68.8","17.9","-","-","-","-","-","-","35.6","-"
"Minas Gerais","setembro 2002","90.5","55.3","55.5","60.7","15.9","-","-","-","-","-","-","37.0","-"
"Minas Gerais","outubro 2002","88.0","59.2","59.6","64.8","18.1","-","-","-","-","-","-","38.8","-"
"Minas Gerais","novembro 2002","81.4","57.8","58.7","66.8","18.7","-","-","-","-","-","-","36.0","-"
"Minas Gerais","dezembro 2002","82.7","70.0","70.2","120.7","27.8","-","-","-","-","-","-","40.3","-"
"Minas Gerais","janeiro 2003","71.9","52.7","53.9","58.1","17.5","-","-","-","-","-","-","39.8","-"
"Minas Gerais","fevereiro 2003","67.8","52.4","53.3","57.6","15.2","-","-","-","-","-","-","41.1","-"
"Minas Gerais","março 2003","71.1","54.4","55.4","55.3","14.6","-","-","-","-","-","-","42.0","-"
"Minas Gerais","abril 2003","72.3","56.7","57.2","59.2","15.3","-","-","-","-","-","-","47.9","-"
"Minas Gerais","maio 2003","76.4","58.0","57.8","65.3","18.3","-","-","-","-","-","-","44.6","-"
"Minas Gerais","junho 2003","75.3","53.8","54.1","63.6","15.6","-","-","-","-","-","-","39.9","-"
"Minas Gerais","julho 2003","87.7","57.5","57.4","66.4","18.5","-","-","-","-","-","-","40.6","-"
"Minas Gerais","agosto 2003","83.9","60.0","60.1","63.2","18.1","-","-","-","-","-","-","39.2","-"
"Minas Gerais","setembro 2003","82.1","56.0","55.9","59.3","17.9","-","-","-","-","-","-","40.1","-"
"Minas Gerais","outubro 2003","82.1","59.0","59.1","65.5","19.3","-","-","-","-","-","-","45.7","-"
"Minas Gerais","novembro 2003","80.5","59.7","58.9","65.1","19.6","-","-","-","-","-","-","42.8","-"
"Minas Gerais","dezembro 2003","83.4","74.0","73.7","121.1","34.2","-","-","-","-","-","-","53.3","-"
"Minas Gerais","janeiro 2004","77.2","57.1","57.3","57.7","20.9","-","-","36.3","131.5","41.9","26.7","47.0","62.2"
"Minas Gerais","fevereiro 2004","71.9","56.8","57.1","54.7","16.9","-","-","34.9","113.5","38.1","28.9","40.7","53.9"
"Minas Gerais","março 2004","79.3","60.0","60.3","61.4","20.8","-","-","41.0","89.9","30.5","25.8","49.8","69.5"
"Minas Gerais","abril 2004","78.1","64.1","64.6","61.9","20.8","-","-","39.2","66.2","22.9","28.2","46.2","64.5"
"Minas Gerais","maio 2004","79.0","61.6","62.0","74.0","23.7","-","-","40.3","70.6","27.2","28.8","46.7","67.0"
"Minas Gerais","junho 2004","79.6","60.5","60.8","71.6","22.1","-","-","39.9","88.4","23.9","30.1","51.5","69.0"
"Minas Gerais","julho 2004","86.3","64.1","64.5","75.8","23.6","-","-","41.6","90.2","29.6","31.0","52.3","72.2"
"Minas Gerais","agosto 2004","82.1","62.1","62.5","67.5","23.7","-","-","42.4","78.3","28.3","30.2","53.1","71.6"
"Minas Gerais","setembro 2004","81.8","61.6","62.1","64.4","22.6","-","-","41.0","68.9","23.2","28.9","59.4","71.2"
"Minas Gerais","outubro 2004","85.2","65.6","66.0","65.0","24.4","-","-","41.5","69.1","25.6","34.8","52.7","70.5"
"Minas Gerais","novembro 2004","80.7","63.7","64.1","66.9","24.7","-","-","40.8","73.9","37.3","35.2","54.2","73.0"
"Minas Gerais","dezembro 2004","85.6","82.2","82.8","131.1","44.1","-","-","48.1","118.3","29.3","65.4","60.8","73.2"
"Minas Gerais","janeiro 2005","78.4","62.4","62.8","59.5","26.8","-","-","40.2","111.9","20.5","31.5","52.7","68.1"
"Minas Gerais","fevereiro 2005","64.9","53.6","52.9","53.0","21.8","-","-","37.2","106.2","34.7","29.1","37.0","53.5"
"Minas Gerais","março 2005","75.0","67.0","66.3","60.9","26.7","-","-","43.0","96.6","41.4","38.7","45.7","63.1"
"Minas Gerais","abril 2005","71.1","63.1","62.4","66.2","27.2","-","-","40.5","80.1","31.9","33.8","43.0","63.3"
"Minas Gerais","maio 2005","71.9","62.0","61.3","77.5","30.7","-","-","41.8","76.0","34.8","38.2","43.2","65.6"
"Minas Gerais","junho 2005","71.6","61.5","60.7","72.8","29.7","-","-","42.2","77.1","37.3","37.1","44.8","64.7"
"Minas Gerais","julho 2005","75.2","65.0","64.2","76.7","30.0","-","-","41.8","77.1","37.0","36.1","43.6","63.9"
"Minas Gerais","agosto 2005","72.3","65.6","64.6","70.4","29.6","-","-","42.3","82.7","42.4","39.8","47.5","70.5"
"Minas Gerais","setembro 2005","71.5","65.7","64.8","69.5","26.4","-","-","40.8","75.5","40.1","37.0","44.2","67.5"
"Minas Gerais","outubro 2005","71.4","68.4","67.4","69.5","29.6","-","-","41.7","69.3","48.2","40.9","43.7","65.6"
"Minas Gerais","novembro 2005","67.7","67.2","66.2","70.9","31.8","-","-","41.0","77.3","41.1","42.5","46.7","68.7"
"Minas Gerais","dezembro 2005","70.1","83.3","82.2","135.5","52.6","-","-","48.9","114.9","64.9","73.0","47.8","68.5"
"Minas Gerais","janeiro 2006","63.6","65.2","64.1","65.0","31.8","-","-","41.1","107.2","39.2","37.7","43.5","67.7"
"Minas Gerais","fevereiro 2006","61.9","58.0","56.8","54.7","25.0","-","-","39.2","87.6","35.1","27.8","38.9","55.0"
"Minas Gerais","março 2006","70.2","73.2","72.2","64.1","31.0","-","-","45.5","86.3","42.4","34.6","51.0","66.0"
"Minas Gerais","abril 2006","64.1","76.7","75.8","66.8","29.7","-","-","43.8","70.8","37.0","38.3","42.4","60.0"
"Minas Gerais","maio 2006","68.1","73.1","72.2","84.1","38.5","-","-","48.5","84.2","52.5","39.9","51.1","65.0"
"Minas Gerais","junho 2006","70.7","72.8","71.9","74.9","33.6","-","-","45.7","77.0","39.8","36.1","45.5","59.6"
"Minas Gerais","julho 2006","71.8","75.2","74.4","73.1","33.7","-","-","47.2","81.5","43.9","37.3","51.1","62.7"
"Minas Gerais","agosto 2006","77.4","76.4","75.4","71.4","37.3","-","-","47.6","90.3","50.7","38.2","54.9","68.4"
"Minas Gerais","setembro 2006","71.8","77.6","76.7","69.3","36.0","-","-","47.0","84.0","49.6","37.4","51.7","65.7"
"Minas Gerais","outubro 2006","72.6","77.6","76.7","69.2","38.2","-","-","47.6","82.1","49.4","42.1","54.8","65.3"
"Minas Gerais","novembro 2006","68.7","77.0","76.0","78.2","37.9","-","-","48.5","84.9","52.3","40.9","56.1","64.0"
"Minas Gerais","dezembro 2006","66.7","96.3","95.4","142.3","60.4","-","-","56.8","111.3","62.6","71.2","56.1","59.3"
"Minas Gerais","janeiro 2007","67.1","72.3","71.5","66.4","38.6","-","-","48.4","116.4","54.7","36.9","54.5","61.6"
"Minas Gerais","fevereiro 2007","64.2","62.5","61.5","52.7","31.3","-","-","45.1","96.6","50.1","29.4","47.1","54.3"
"Minas Gerais","março 2007","66.2","81.4","80.5","64.5","36.5","-","-","52.7","87.5","59.6","37.1","61.9","67.5"
"Minas Gerais","abril 2007","60.2","80.3","79.6","67.9","35.3","-","-","50.5","72.7","54.4","39.6","56.0","62.5"
"Minas Gerais","maio 2007","65.9","77.8","77.0","95.1","43.4","-","-","53.8","58.8","66.0","43.2","66.8","68.0"
"Minas Gerais","junho 2007","65.9","78.2","77.6","81.2","37.9","-","-","54.1","57.7","55.4","39.7","59.5","66.6"
"Minas Gerais","julho 2007","69.6","77.3","76.5","78.0","39.9","-","-","57.0","58.9","58.4","40.7","64.5","68.1"
"Minas Gerais","agosto 2007","73.2","79.4","78.9","80.2","43.2","-","-","58.2","68.2","62.7","43.7","75.4","71.7"
"Minas Gerais","setembro 2007","70.9","80.1","79.5","73.1","39.3","-","-","57.1","58.3","51.6","40.9","64.0","64.9"
"Minas Gerais","outubro 2007","75.8","80.9","80.1","80.3","43.8","-","-","58.8","64.2","55.1","49.2","72.5","75.1"
"Minas Gerais","novembro 2007","71.5","80.0","79.2","84.5","44.5","-","-","57.2","64.2","51.4","47.9","72.3","72.2"
"Minas Gerais","dezembro 2007","71.2","98.6","98.0","155.8","66.6","-","-","66.6","94.6","64.6","83.2","69.4","68.4"
"Minas Gerais","janeiro 2008","66.4","76.3","75.7","78.4","49.2","-","-","58.6","99.3","66.1","46.6","67.8","70.0"
"Minas Gerais","fevereiro 2008","66.1","75.0","74.4","62.0","40.1","-","-","54.9","101.4","65.6","36.6","61.1","61.3"
"Minas Gerais","março 2008","70.6","83.8","83.3","70.6","41.4","-","-","61.6","84.1","67.6","47.6","68.5","65.6"
"Minas Gerais","abril 2008","70.0","77.5","76.9","79.3","45.8","-","-","60.6","77.2","71.1","42.3","76.0","68.1"
"Minas Gerais","maio 2008","77.2","81.5","80.8","95.3","49.4","-","-","61.8","77.0","75.9","50.3","73.1","70.6"
"Minas Gerais","junho 2008","79.8","76.6","75.8","82.6","44.1","-","-","60.7","78.6","74.9","45.1","76.6","71.8"
"Minas Gerais","julho 2008","86.2","78.8","78.1","88.7","45.8","-","-","64.6","79.3","76.9","48.8","83.3","81.0"
"Minas Gerais","agosto 2008","85.6","81.9","81.3","80.9","47.2","-","-","64.4","86.9","77.8","47.9","74.5","72.1"
"Minas Gerais","setembro 2008","84.7","77.8","77.1","80.6","46.6","-","-","65.0","82.0","83.0","45.8","80.4","78.0"
"Minas Gerais","outubro 2008","87.1","82.6","81.9","78.7","49.6","-","-","66.0","83.9","78.2","56.4","75.0","80.3"
"Minas Gerais","novembro 2008","77.3","80.6","79.9","75.8","45.0","-","-","63.5","78.3","66.0","48.6","56.8","72.0"
"Minas Gerais","dezembro 2008","74.8","100.3","99.8","147.7","67.3","-","-","69.4","127.1","87.1","82.3","69.3","67.1"
"Minas Gerais","janeiro 2009","69.6","79.3","78.8","72.9","50.7","-","-","64.9","161.3","71.4","51.6","65.8","63.6"
"Minas Gerais","fevereiro 2009","67.1","76.9","76.5","56.9","35.4","-","-","60.7","113.7","65.6","45.4","61.5","59.1"
"Minas Gerais","março 2009","76.0","82.2","81.6","69.8","40.9","-","-","69.5","91.5","82.6","52.6","86.2","69.6"
"Minas Gerais","abril 2009","73.7","85.9","85.5","76.7","38.2","-","-","69.9","77.8","84.8","52.2","68.9","64.3"
"Minas Gerais","maio 2009","79.0","83.4","82.7","90.7","45.1","-","-","70.4","77.0","87.7","61.0","73.5","68.9"
"Minas Gerais","junho 2009","77.5","80.0","79.3","88.8","43.4","-","-","69.4","76.1","91.1","51.2","93.8","73.5"
"Minas Gerais","julho 2009","85.4","85.5","84.9","83.9","45.8","-","-","75.4","80.8","111.0","51.8","79.2","82.2"
"Minas Gerais","agosto 2009","82.9","87.1","86.7","79.4","44.1","-","-","73.4","86.0","90.9","52.4","79.8","79.8"
"Minas Gerais","setembro 2009","80.5","85.3","84.7","78.7","45.3","-","-","70.1","77.6","95.0","51.1","97.7","81.5"
"Minas Gerais","outubro 2009","87.7","91.4","90.9","84.9","48.4","-","-","71.9","85.0","91.6","61.0","89.2","84.6"
"Minas Gerais","novembro 2009","82.3","85.9","85.5","81.0","46.8","-","-","70.5","82.3","96.3","55.4","83.1","80.5"
"Minas Gerais","dezembro 2009","84.1","108.3","107.9","160.1","75.9","-","-","80.6","137.1","108.6","96.5","83.9","79.2"
"Minas Gerais","janeiro 2010","75.0","86.7","86.2","79.6","59.9","-","-","71.3","147.6","92.9","53.5","76.0","76.3"
"Minas Gerais","fevereiro 2010","74.0","83.2","82.6","62.8","44.2","-","-","67.5","113.9","94.8","43.6","79.7","69.8"
"Minas Gerais","março 2010","84.6","91.9","91.3","78.1","51.6","-","-","77.3","96.9","131.3","55.1","116.9","86.8"
"Minas Gerais","abril 2010","80.5","88.5","88.0","87.0","49.4","-","-","72.8","77.5","126.9","52.0","89.1","80.2"
"Minas Gerais","maio 2010","89.7","89.4","88.9","96.9","56.6","-","-","75.1","79.6","121.2","60.9","86.2","86.7"
"Minas Gerais","junho 2010","85.7","88.4","87.8","98.0","52.7","-","-","72.8","74.9","116.1","61.8","99.4","80.3"
"Minas Gerais","julho 2010","91.1","94.9","94.4","94.4","54.0","-","-","77.4","82.8","112.9","62.1","96.7","90.2"
"Minas Gerais","agosto 2010","92.0","91.4","90.8","88.7","56.5","-","-","80.1","93.0","126.9","63.0","103.9","93.8"
"Minas Gerais","setembro 2010","91.0","92.3","91.6","85.7","57.4","-","-","77.4","83.1","125.9","60.5","103.3","90.8"
"Minas Gerais","outubro 2010","91.5","95.7","95.1","87.7","60.9","-","-","77.2","85.9","119.1","68.0","100.9","88.6"
"Minas Gerais","novembro 2010","88.7","90.7","90.2","89.4","63.9","-","-","76.3","90.8","135.0","63.4","107.9","89.6"
"Minas Gerais","dezembro 2010","90.8","116.9","116.7","175.4","94.4","-","-","91.8","152.5","171.0","107.3","118.4","88.7"
"Minas Gerais","janeiro 2011","83.0","90.1","89.7","84.7","80.9","98.9","82.3","78.3","169.1","143.6","59.0","99.7","84.0"
"Minas Gerais","fevereiro 2011","84.0","88.4","88.0","74.3","64.8","80.5","69.1","74.0","133.9","121.7","53.0","99.9","86.1"
"Minas Gerais","março 2011","89.1","95.8","95.3","83.5","64.8","86.6","66.6","80.5","97.7","150.1","59.7","104.5","88.7"
"Minas Gerais","abril 2011","84.0","99.6","99.3","88.8","65.3","84.5","64.8","80.7","86.7","133.9","63.4","96.8","86.4"
"Minas Gerais","maio 2011","86.7","92.1","91.5","109.7","76.3","97.4","75.7","83.2","91.3","142.8","67.0","112.8","95.3"
"Minas Gerais","junho 2011","84.3","92.0","91.3","105.4","66.1","84.3","66.1","80.7","84.3","151.3","65.4","107.5","93.4"
"Minas Gerais","julho 2011","87.3","98.5","98.1","95.8","71.2","92.8","68.2","83.4","89.5","141.8","66.2","111.3","96.0"
"Minas Gerais","agosto 2011","88.0","97.0","96.5","93.1","72.8","93.2","69.0","84.6","98.4","155.5","69.9","108.6","100.6"
"Minas Gerais","setembro 2011","86.5","96.5","96.1","89.9","72.5","92.1","68.9","83.4","84.6","132.6","65.3","108.3","97.8"
"Minas Gerais","outubro 2011","87.9","99.4","99.1","88.7","76.3","95.4","72.9","81.2","92.1","139.0","75.1","99.0","95.0"
"Minas Gerais","novembro 2011","85.0","97.2","96.6","90.3","84.1","95.0","81.0","82.7","91.6","135.8","69.9","105.1","96.9"
"Minas Gerais","dezembro 2011","88.5","124.2","124.1","184.7","124.7","159.3","115.7","95.0","150.8","152.0","117.2","110.4","90.9"
"Minas Gerais","janeiro 2012","87.6","93.4","93.3","87.2","101.7","133.1","95.2","83.3","189.4","148.4","68.2","99.0","86.6"
"Minas Gerais","fevereiro 2012","86.5","95.0","94.9","73.0","79.0","108.0","72.8","82.9","147.8","131.9","60.8","94.1","83.3"
"Minas Gerais","março 2012","93.3","103.5","103.3","85.5","90.3","118.5","83.7","90.4","94.9","184.3","73.5","122.9","99.8"
"Minas Gerais","abril 2012","87.5","99.7","99.6","88.0","81.6","108.4","75.3","85.2","74.9","133.4","69.9","90.8","88.6"
"Minas Gerais","maio 2012","89.6","95.9","95.6","122.3","90.8","110.5","85.8","90.6","83.4","149.2","77.3","107.8","101.8"
"Minas Gerais","junho 2012","87.5","100.5","100.2","100.5","84.9","105.5","79.4","88.7","87.2","142.8","72.4","108.7","97.8"
"Minas Gerais","julho 2012","93.2","99.6","99.3","104.8","89.4","117.0","82.3","92.8","93.5","147.5","74.4","114.5","105.8"
"Minas Gerais","agosto 2012","98.3","102.1","101.8","101.4","94.4","114.0","88.8","92.7","95.9","151.7","77.6","119.7","108.8"
"Minas Gerais","setembro 2012","97.4","97.8","97.5","92.5","85.3","101.7","80.2","89.9","85.2","117.8","72.8","94.7","96.8"
"Minas Gerais","outubro 2012","101.0","97.9","97.5","96.1","95.5","111.1","90.3","93.6","91.0","129.7","93.6","121.8","107.2"
"Minas Gerais","novembro 2012","95.2","95.4","94.8","96.9","94.8","106.9","90.1","88.1","95.9","126.3","90.4","129.3","101.8"
"Minas Gerais","dezembro 2012","96.7","118.7","118.7","182.1","132.6","143.1","127.6","100.9","168.2","151.1","144.5","111.6","87.5"
"Minas Gerais","janeiro 2013","92.7","93.0","92.7","87.5","109.4","121.7","104.4","88.7","184.4","115.7","89.9","109.4","100.3"
"Minas Gerais","fevereiro 2013","85.3","89.4","89.2","71.7","83.8","92.9","79.9","83.3","137.4","115.0","69.0","97.1","82.6"
"Minas Gerais","março 2013","92.8","99.3","99.2","86.1","91.5","100.7","87.3","94.0","95.0","137.3","93.8","112.5","92.2"
"Minas Gerais","abril 2013","92.3","89.4","88.8","102.1","95.3","107.2","90.5","94.4","87.0","134.4","79.5","117.8","100.1"
"Minas Gerais","maio 2013","96.5","94.1","93.9","111.9","99.9","111.9","97.4","95.1","86.9","144.9","86.2","109.5","100.8"
"Minas Gerais","junho 2013","92.6","92.4","92.3","97.1","91.7","102.4","89.5","89.2","83.0","124.6","78.5","103.0","93.8"
"Minas Gerais","julho 2013","100.4","96.7","96.5","103.5","97.6","126.6","91.6","97.2","95.2","114.6","81.6","107.5","111.4"
"Minas Gerais","agosto 2013","100.1","101.9","101.6","99.5","98.9","128.1","92.8","97.2","97.6","110.5","83.5","116.5","108.7"
"Minas Gerais","setembro 2013","99.8","96.7","96.4","90.2","87.2","106.6","83.2","92.9","83.5","112.6","87.0","95.1","104.1"
"Minas Gerais","outubro 2013","107.0","99.0","98.9","98.7","96.8","114.4","93.2","94.6","95.8","113.6","98.2","100.7","110.5"
"Minas Gerais","novembro 2013","102.4","99.9","99.9","103.0","102.2","114.1","99.7","94.0","93.1","101.1","96.0","109.2","102.1"
"Minas Gerais","dezembro 2013","100.4","117.0","117.3","185.0","133.7","132.7","134.0","105.2","159.8","104.0","154.4","91.4","87.9"
"Minas Gerais","janeiro 2014","97.8","97.4","97.5","93.4","117.4","112.2","118.5","97.1","192.2","103.8","101.5","105.6","100.5"
"Minas Gerais","fevereiro 2014","93.4","94.3","94.4","76.5","89.2","92.9","88.5","92.1","139.7","111.2","79.4","88.2","99.0"
"Minas Gerais","março 2014","98.0","98.1","98.2","82.4","90.5","88.0","91.0","95.3","85.9","109.9","87.9","82.6","96.4"
"Minas Gerais","abril 2014","95.1","97.9","98.2","90.2","92.3","93.2","92.2","97.7","78.5","107.4","94.2","102.8","98.3"
"Minas Gerais","maio 2014","99.3","96.6","96.4","113.0","105.8","103.8","106.1","103.4","82.7","106.1","98.7","102.9","105.4"
"Minas Gerais","junho 2014","94.1","93.2","93.2","92.6","88.1","87.0","88.3","94.3","70.3","83.7","92.2","112.5","93.7"
"Minas Gerais","julho 2014","98.7","99.0","98.9","98.6","89.7","98.5","87.9","99.6","81.9","108.6","90.3","94.2","107.0"
"Minas Gerais","agosto 2014","103.5","100.1","99.9","97.9","94.5","111.9","90.9","101.1","88.6","101.3","88.8","125.0","101.0"
"Minas Gerais","setembro 2014","103.7","97.3","97.0","88.0","92.0","101.1","90.1","101.6","77.3","101.6","92.4","97.6","106.6"
"Minas Gerais","outubro 2014","108.2","103.6","103.3","93.7","98.6","91.5","100.0","103.9","80.5","101.6","103.2","97.5","108.4"
"Minas Gerais","novembro 2014","103.1","101.3","101.2","97.1","109.4","93.7","112.6","99.4","82.4","81.9","103.9","100.4","96.8"
"Minas Gerais","dezembro 2014","105.1","121.3","121.7","176.6","132.4","126.2","133.8","114.5","140.0","83.0","167.4","90.7","86.8"
"Minas Gerais","janeiro 2015","96.5","100.0","100.1","88.6","112.2","102.5","114.2","99.3","168.8","66.7","100.7","83.6","92.4"
"Minas Gerais","fevereiro 2015","86.5","92.7","92.6","69.2","77.8","80.5","77.2","89.9","125.4","79.6","78.8","74.7","77.7"
"Minas Gerais","março 2015","94.8","98.8","98.8","82.9","85.6","87.7","85.2","105.3","82.2","108.4","92.7","92.0","95.0"
"Minas Gerais","abril 2015","92.7","99.0","99.1","82.5","75.3","79.9","74.4","103.0","68.9","83.4","90.2","87.7","96.3"
"Minas Gerais","maio 2015","94.9","96.7","96.4","106.1","83.4","84.0","83.3","105.7","79.3","81.3","101.9","85.1","88.7"
"Minas Gerais","junho 2015","92.7","93.4","93.1","94.8","80.7","74.7","81.9","102.3","72.3","77.9","96.0","86.9","94.6"
"Minas Gerais","julho 2015","98.4","99.7","99.6","94.9","83.1","88.7","81.9","107.5","75.4","77.9","93.3","91.5","97.1"
"Minas Gerais","agosto 2015","97.4","100.2","100.0","84.4","81.4","86.6","80.3","105.0","75.3","80.7","98.5","87.8","91.9"
"Minas Gerais","setembro 2015","94.7","99.0","98.9","76.8","78.3","78.0","78.3","103.6","65.7","83.3","100.0","77.7","92.4"
"Minas Gerais","outubro 2015","100.1","108.0","107.9","85.3","85.0","77.3","86.6","109.4","74.4","78.9","115.0","74.3","93.9"
